Project,Package,Class,Method,INT-INT,INT-FLOAT,FLOAT-FLOAT,BOOL-BOOL,REF-REF,REF-NULL,VARVAR,VAREXP,VARMETHOD,VARCONST,VARARRAY,EXPEXP,EXPMETHOD,EXPCONST,EXPARRAY,METHODMETHOD,METHODCONST,METHODARRAY,CONSTCONST,CONSTARRAY,ARRAYARRAY
foo,profiling.constraint.analysis,ConstraintInfo,handleMethodCall,1.2,0.0,1.0,0.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0
foo,profiling.constraint.analysis,ConstraintInfo,sumDataAndTypeComparison,2.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.75,0.0,1.5,0.0,0.0
foo,profiling.constraint.analysis,ConstraintInfo,calculateMean,2.060606,0.90909094,15.090909,2.3333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.060606,0.0,0.0,16.363636,0.0,2.969697,0.0,0.0
foo,profiling.constraint.analysis,ConstraintInfo,handleConstant,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
foo,profiling.constraint.analysis,ConstraintInfo,handleNewArray,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
foo,profiling.constraint.analysis,ConstraintInfo,handleArithmeticExpression,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
foo,profiling.constraint.analysis,ConstraintInfo,init,2.0,0.0,0.90909094,5.7272725,0.0,0.0,0.0,0.0,0.90909094,0.0,0.0,0.0,0.0,0.18181819,0.0,0.0,5.7272725,0.0,1.8181819,0.0,0.0
foo,profiling.constraint.analysis,ConstraintInfo,handleVariable,0.0,0.0,0.0,0.6666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666,0.0,0.0,0.0,0.0
foo,profiling.constraint.analysis,ConstraintInfo,getTypeAmount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
foo,profiling.constraint.analysis,ConstraintInfo,init,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666,0.0,0.0,0.0,0.0
foo,profiling.constraint.analysis,ConstraintInfo,extractInfo,0.0,0.0,0.0,3.8888888,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8888888,0.0,0.0,0.0,0.0
foo,profiling.constraint.analysis,ConstraintInfo,extractTypesOfComparison,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.9863,0.0,0.0,0.0,0.0
foo,profiling.constraint.bytecode.instructionhandler,CopyOfArrayHandler,isStoreInstruction,0.0,0.0,0.0,4.888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.888889,0.0,0.0,0.0,0.0
foo,profiling.constraint.bytecode.instructionhandler,CopyOfArrayHandler,handle,0.27272728,0.0,0.0,5.181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909,0.0,0.0,0.0,5.3636365,0.0,0.0,0.0,0.0
foo,profiling.constraint.bytecode.instructionhandler,JSRHandler,handle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
foo,profiling.constraint.bytecode.instructionhandler,PushHandler,handle,0.0,0.0,0.0,1.6666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666,0.0,0.0,0.0,0.0
foo,profiling.constraint.analysis.stack,MethodCall,setVisited,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
foo,profiling.constraint.analysis.stack,MethodCall,isVariableElement,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
foo,profiling.constraint.analysis.stack,MethodCall,hasMethodElement,0.0,0.0,0.0,1.6666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666,0.0,0.0,0.0,0.0
foo,profiling.constraint.analysis.stack,MethodCall,isNonLinear,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
foo,profiling.constraint.analysis.stack,MethodCall,toString,2.5714285,0.0,0.0,0.5714286,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.14285715,0.2857143,1.1428572,0.0,0.0,1.5714285,0.0,0.0,0.0,0.0
foo,profiling.constraint.analysis.stack,MethodCall,copy,0.0,0.0,0.0,1.3333334,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333334,0.0,0.0,0.0,0.0
foo,profiling.constraint.analysis.info,Utils,isNull,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
foo,profiling.constraint.analysis.info,Utils,isRef,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
foo,profiling.constraint.analysis.info,Utils,isBool,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
foo,profiling.constraint.analysis.info,Utils,isInt,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0
foo,profiling.constraint.analysis.info,Utils,isArray,0.0,0.0,0.0,1.6666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666,0.0,0.0,0.0,0.0
foo,profiling.constraint.analysis.info,Utils,isNonLinearMethod,1.0,0.0,0.0,1.1428572,0.0,0.0,0.0,0.2857143,0.0,2.5714285,0.0,0.0,0.0,0.0,0.0,0.0,1.1428572,0.0,0.0,0.0,0.0
foo,profiling.constraint.analysis.info,Utils,isFloat,0.0,0.0,0.0,1.6666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666,0.0,0.0,0.0,0.0
foo,profiling.constraint.analysis.info,Utils,standardType,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0
foo,profiling.constraint.analysis,CopyOfConstraintSequenceGenerator,applyUpdateOnVariable,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,0.0,0.0,0.0,0.0
foo,profiling.constraint.analysis,CopyOfConstraintSequenceGenerator,applyUpdate,0.54545456,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,1.0909091,0.0,0.0,0.18181819,0.0,0.0,0.0,5.1363635,0.0,0.0,0.0,0.0
foo,profiling.constraint.analysis,CopyOfConstraintSequenceGenerator,needsToPrint,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
foo,profiling.constraint.analysis,CopyOfConstraintSequenceGenerator,getConstraintSequenceElements,1.5714285,0.0,0.0,1.4285715,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.71428573,0.0,0.0,0.0,2.2857144,0.0,0.71428573,0.0,0.0
foo,profiling.constraint.analysis,CopyOfConstraintSequenceGenerator,applyUpdateOnMethodCall,1.3333334,0.0,0.0,1.6666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,0.0,0.0,0.0,3.8333333,0.0,0.0,0.0,0.0
foo,profiling.constraint.analysis,CopyOfConstraintSequenceGenerator,replaceVariable,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
foo,profiling.constraint.analysis,CopyOfConstraintSequenceGenerator,replaceConstraint,0.75,0.0,0.0,2.0,0.0,0.0,0.0,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
foo,profiling.constraint.analysis,CopyOfConstraintSequenceGenerator,replaceExpression,1.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0
foo,profiling.constraint.bytecode.instructionhandler,ArithmeticHandler,handle,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0
foo,profiling.constraint.analysis.stack,RelationalOperator,negate,0.0,0.0,0.0,3.3333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333,0.0,0.0,0.0,0.0
foo,profiling.constraint.graph,GraphUtils,getNumberOfExitNodes,0.6666667,0.0,0.0,1.6666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3333333,0.0,0.0,0.0,0.0
foo,profiling.constraint.graph,GraphUtils,getNumberOfEntryNodes,1.5,0.0,0.0,2.1666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,0.0,0.0,2.6666667,0.0,0.6666667,0.0,0.0
foo,profiling.constraint.graph,GraphUtils,produceGraphVizOutput,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0
foo,profiling.constraint.graph,GraphUtils,checkNodesReachableFromEntryNode,0.0,0.0,0.0,2.3333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3333333,0.0,0.0,0.0,0.0
foo,profiling.constraint.graph,GraphUtils,checkValidGraph,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
foo,profiling.constraint.graph,GraphUtils,checkNodesThatReachesExitNodes,1.2857143,0.0,0.0,3.857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.142857,0.0,1.0,0.0,0.0
foo,profiling.constraint.bytecode.instructionhandler,SwitchHandler,handle,3.4375,0.0,0.0,2.5,0.0,0.0,0.0,0.8125,0.0,2.25,0.0,0.0,0.0,0.0,0.0,0.375,3.25,0.0,0.0,0.0,0.0
foo,profiling.constraint.bytecode.instructionhandler,IfHandler,handle,1.0,0.0,0.0,10.76,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,11.76,0.0,0.0,0.0,0.0
foo,profiling.constraint.bytecode.instructionhandler,StackHandler,handle,0.0,0.0,0.0,11.384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.564102,0.0,0.9230769,0.0,0.0
foo,profiling.constraint.bytecode.instructionhandler,StoreHandler,handle,1.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.8,0.0,0.0
foo,profiling.constraint.analysis,PathGenerator,iterateLoopPaths,4.0625,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6875,0.25,0.0,0.625,6.3125,0.0,0.4375,0.0,0.0
foo,profiling.constraint.analysis,PathGenerator,expandCFG,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0
foo,profiling.constraint.analysis,PathGenerator,generateAllPaths,2.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
foo,profiling.constraint.analysis,PathGenerator,convertStrPathToPath,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
foo,profiling.constraint.analysis,PathGenerator,calculateLoopCount,1.2631578,0.0,0.0,6.6842103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47368422,0.0,0.0,0.0,7.4736843,0.0,0.0,0.0,0.0
foo,profiling.constraint.analysis,PathGenerator,visit,2.4285715,0.0,0.0,1.4285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285715,0.0,0.0,0.0,3.0,0.0,0.71428573,0.0,0.0
foo,profiling.constraint.analysis,PathGenerator,generateAllPaths,3.0,0.0,0.0,1.4,0.0,0.0,0.0,0.2,0.0,1.0,0.0,0.0,0.4,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0
foo,profiling.constraint.analysis,PathGenerator,generateAllStrPaths,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
foo,profiling.constraint.analysis,PathGenerator,countElements,1.6666666,0.0,0.0,0.6666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666667,0.0,0.0,0.0,1.6666666,0.0,0.0,0.0,0.0
foo,profiling.constraint.analysis,PathGenerator,generateAllDistinctPaths,2.5,0.0,0.0,4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,6.4166665,0.0,0.25,0.0,0.0
foo,profiling.constraint.analysis,PathGenerator,pathToStr,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
foo,profiling.constraint.analysis,PathGenerator,getIterationPaths,0.75,0.0,0.0,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,3.25,0.0,0.0,0.0,0.0
foo,profiling.constraint.ui,CP4SE,analyzeProject,0.0,0.0,0.0,7.025,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,4.825,0.0,0.0,0.0,0.0
foo,profiling.constraint.ui,CP4SE,main,1.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0
foo,profiling.constraint.ui,CP4SE,analyzeBenchmark,0.7,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
foo,profiling.constraint.analysis.info,PathMetric,hasElements,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
foo,profiling.constraint.analysis.info,PathMetric,init,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0
foo,profiling.constraint.analysis.info,PathMetric,init,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0
foo,profiling.constraint.bytecode.instructionhandler,GenericHandler,handle,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
foo,profiling.constraint.bytecode,CFGBuilder,getIhIndex,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,0.6666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
foo,profiling.constraint.bytecode,CFGBuilder,generateCFG,5.75,0.0,0.0,5.25,0.0,0.0,0.0,1.125,0.0,5.9,0.0,0.0,0.0,0.0,0.0,0.475,5.4,0.0,0.65,0.0,0.0
foo,profiling.constraint.bytecode,CFGBuilder,showElementStack,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0
foo,profiling.constraint.bytecode,CFGBuilder,getNextTargetNode,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.6,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0
foo,profiling.constraint.bytecode,CFGBuilder,init,1.25,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.75,0.0,0.0,4.0,0.0,0.0,0.0,0.0
foo,profiling.constraint.bytecode.instructionhandler,XCMPHandler,handle,0.0,0.0,0.0,5.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.25,0.0,0.0,0.0,0.0
foo,profiling.constraint.bytecode.instructionhandler,GotoHandler,handle,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.4,0.0,0.0,0.0,0.0
